time,open,high,low,close,close,open,high,low,volume,ema21,ema200,rsi14,atr14,supertrend_dir,supertrend_line,td9_bull,td9_bear,td13_bull,td13_bear,td_bull_prep_count,td_bear_prep_count,td_bull_leadup_count,td_bear_leadup_count,td_tv_count,td_tv_side_code,phase_value,phase_zone_code,saty_phase_value,saty_phase_zone_code,phase_leaving_accum,phase_leaving_distribution,sq_on,sq_release,vwap,vwap_dist_pct,vwap_rolling20,vwap_rolling20_dist_pct,rvol,pdz_position,pdz_zone_code,fvg_active_bull,fvg_active_bear,fvg_in_bull,fvg_in_bear,liq_nearest_bs_dist_atr,liq_nearest_ss_dist_atr,liq_buyside_swept,liq_sellside_swept,orb_15m_direction,rsi_bull_divergence,rsi_bear_divergence,lux_bull_prep_count,lux_bear_prep_count,lux_bull_prep_complete,lux_bear_prep_complete,lux_bull_leadup_count,lux_bear_leadup_count,lux_bull_leadup_complete,lux_bear_leadup_complete,lux_bull_leadup_delete,lux_bear_leadup_delete
1100529000,44.42999,44.92,44.07001,44.78,44.78,44.42999,44.92,44.07001,17647301,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,44.590003333333335,0.4260970003665225,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101133800,44.75,45.60001,44.72,45.28999,45.28999,44.75,45.60001,44.72,24368002,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,44.945721978672154,0.7659639364369604,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101738600,45.10001,46,44.67999,45.60001,45.60001,45.10001,46,44.67999,20331702,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.10256069249309,1.1029291904255465,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1102343400,45.39,45.47,43.2,43.44,43.44,45.39,45.47,43.2,19080600,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.852794074044915,-3.1498462987893614,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1102948200,43.61,44.22,43.50999,44.19,44.19,43.61,44.22,43.50999,11486200,,,,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74407287543192,-1.2383156914983275,,,1,,,0,1,0,0,,,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
1103553000,44.33,44.37,43.89,44.27,44.27,44.33,44.37,43.89,6662100,,,,,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44.70611071075549,-0.9755058174867477,,,1,,,0,1,0,1,,,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0
1104157800,44.28999,44.56,43.35001,43.8,43.8,44.28999,44.56,43.35001,10871700,,,,,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44.62709117407002,-1.8533387507689285,,,1,,,0,1,0,0,,,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0
1104762600,42.98,43.17,41.7,41.84,41.84,42.98,43.17,41.7,17365099,,,,,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,44.30231940315837,-5.557992078813882,,,1,,,0,2,0,0,,,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0
1105367400,41.99001,42.78999,41.89,42.32001,42.32001,41.99001,42.78999,41.89,6252000,,,,,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,44.21049731620142,-4.2761050677179915,,,1,,,0,3,0,0,,,0,0,0,0,0,5,0,0,0,4,1,0,0,0,0
1106058600,42.22,42.82001,42.11,42.74001,42.74001,42.22,42.82001,42.11,4411700,,,,,0,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,44.15780837386566,-3.2107534908928455,,,1,,,0,3,0,0,,,0,0,0,0,0,6,0,0,0,4,1,0,0,0,0
1106577000,42.74001,42.82001,42.10001,42.69,42.69,42.74001,42.82001,42.10001,5889500,,,,,-1,39.090407299999995,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44.09167312616053,-3.1789973634021362,,,1,,,0,3,0,0,,,0,0,0,0,0,7,0,0,0,4,1,0,0,0,0
1107181800,42.21001,42.3,41.39,41.47,41.47,42.21001,42.3,41.39,8003600,,,,,-1,39.090407299999995,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,43.96709489669712,-5.679463022435686,,,1,,,0,3,0,0,,,0,0,0,0,0,8,0,0,0,5,1,0,0,0,0
1107786600,41.55,42.16,41.02,42.08,42.08,41.55,42.16,41.02,16199700,,,,,-1,39.090407299999995,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,43.754349790550535,-3.8267047700755445,,,1,,,0,3,0,0,,,0,0,0,0,0,9,0,1,0,1,,0,0,1,1
1108391400,42.37,42.82001,42.2,42.75,42.75,42.37,42.82001,42.2,9649400,,,,1.1128585714285713,-1,39.207861631700005,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43.69130786085238,-2.1544510955136675,,,1,,,0,3,0,0,,,0,0,0,0,0,0,1,0,0,1,,0,0,0,0
1109082600,43.39,43.63,43.14999,43.5,43.5,43.39,43.63,43.14999,7232800,,,43.86975528829391,1.0962258163265306,-1,40.15406596853,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,43.680986445660295,-0.41433690121775213,,,1,,,1,2,0,1,,,0,0,0,0,0,0,2,0,0,1,,0,0,0,0
1109601000,43.67999,43.74001,42.89999,43.38,43.38,43.67999,43.74001,42.89999,8032200,,,43.333358563708494,1.0779254008746353,-1,40.155657871677,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,43.66683087241165,-0.6568621232205478,,,1,,,2,2,0,1,,,0,0,0,0,0,0,3,0,0,1,,0,0,0,0
1110205800,43.32001,44.67,43.25999,44.42999,44.42999,43.32001,44.67,43.25999,11714600,,,49.18770376456922,1.10164572938359,-1,40.6940840845093,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,43.692701551887545,1.6874407439349564,,,1,,,2,1,0,1,,,0,0,0,0,0,0,4,0,0,1,,0,0,0,0
1110810600,44.25999,44.35001,43.60001,43.892,43.892,44.25999,44.35001,43.60001,7078000,,,46.534910187197475,1.0822410344276192,-1,40.78219617605837,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,43.70119205106634,0.43661955195797497,,,1,,,2,1,0,0,,,0,0,0,0,0,0,5,0,0,1,,0,0,0,0
1111415400,43.24001,43.25,42.35001,42.39,42.39,43.24001,43.25,42.35001,10508700,,,40.041952566365644,1.1150802462542182,-1,40.78219617605837,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,43.65223671036677,-2.8915739615858183,,,1,,,1,2,1,0,,,0,0,0,0,0,1,0,0,0,2,,0,0,0,0
1112020200,42.45,42.87,42.41,42.62,42.62,42.45,42.87,42.41,6914900,,,41.39052447834257,1.0697173715217738,-1,40.78219617605837,0,0,0,0,2,0,3,0,0,0,-1.193755533200194,0,0,0,0,0,0,0,43.6215635672506,-2.296028581613097,43.621563567250604,-2.296028581613113,0.6020814889332687,,,1,3,1,0,,,0,0,0,0,0,2,0,0,0,3,,0,0,0,0
1112621400,42.42999,42.81,42.23,42.69,42.69,42.42999,42.81,42.23,8273900,43.341048095238094,,41.81942789261402,1.0347375592702188,-1,40.78219617605837,0,0,0,0,3,0,3,0,1,-1,-13.33065509371469,0,-10.486525293384021,0,0,0,0,0,43.58523445894819,-2.05398564459116,43.50475632051235,-1.8727982625849047,0.7510584194487122,,,1,3,1,0,,,0,0,0,0,0,3,0,0,0,3,,0,0,0,0
1113226200,42.84,42.96001,42.16,42.39999,42.39999,42.84,42.96001,42.16,8488200,43.255497359307356,,40.49717061262048,1.017971305036632,-1,40.78219617605837,0,0,0,0,4,0,4,0,2,-1,-17.31700808470443,0,-19.24999929821559,0,0,0,0,0,43.54808835650453,-2.636392089374094,43.26086421175898,-1.9899607357473377,0.8303586323746218,,,0,3,0,0,,,0,0,0,0,0,4,0,0,0,4,,0,0,0,0
