time,open,high,low,close,close,open,high,low,volume,ema21,ema200,rsi14,atr14,supertrend_dir,supertrend_line,td9_bull,td9_bear,td13_bull,td13_bear,td_bull_prep_count,td_bear_prep_count,td_bull_leadup_count,td_bear_leadup_count,td_tv_count,td_tv_side_code,phase_value,phase_zone_code,saty_phase_value,saty_phase_zone_code,phase_leaving_accum,phase_leaving_distribution,sq_on,sq_release,vwap,vwap_dist_pct,vwap_rolling20,vwap_rolling20_dist_pct,rvol,pdz_position,pdz_zone_code,fvg_active_bull,fvg_active_bear,fvg_in_bull,fvg_in_bear,liq_nearest_bs_dist_atr,liq_nearest_ss_dist_atr,liq_buyside_swept,liq_sellside_swept,orb_15m_direction,rsi_bull_divergence,rsi_bear_divergence
959002200,45.53125,45.71875,45.28125,45.71875,45.71875,45.53125,45.71875,45.28125,76800,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,45.572916666666664,0.3200000000000052,,,1,,,0,0,0,0,,,0,0,0,0,0
959693400,46.375,51.1875,46.375,51.1875,51.1875,46.375,51.1875,46.375,130000,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,48.093971631205676,6.432258064516125,,,1,,,0,0,0,0,,,0,0,0,0,0
960211800,51.0625,52.40625,50.71875,52.34375,52.34375,51.0625,52.40625,50.71875,464200,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.673668032786885,3.29575898498711,,,1,,,1,0,0,0,,,0,0,0,0,0
960816600,52.5,52.5,50.1875,50.96875,50.96875,52.5,52.5,50.1875,353600,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.861781426898304,0.210312281836683,,,1,,,1,0,0,0,,,0,0,0,0,0
961421400,51.25,53,50.5,50.90625,50.90625,51.25,53,50.5,548000,,,,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.07329025181229,-0.327059899584913,,,1,,,1,0,0,0,,,0,0,0,0,0
962026200,51.109375,52.1875,50.71875,51.679685,51.679685,51.109375,52.1875,50.71875,1761000,,,,,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51.313834921706274,0.7129657700538905,,,1,,,1,0,0,0,,,0,0,0,0,0
962631000,51.5625,52.953125,51.34375,52.75,52.75,51.5625,52.953125,51.34375,381000,,,,,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51.42000571259356,2.586530804450507,,,1,,,1,0,0,0,,,0,0,0,0,0
963235800,52.71875,54.546875,52.71875,54.3125,54.3125,52.71875,54.546875,52.71875,490400,,,,,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51.70449244233057,5.044063744709058,,,1,,,2,0,0,0,,,0,0,0,0,0
963840600,54.359375,54.59375,52.03125,52.03125,52.03125,54.359375,54.59375,52.03125,618400,,,,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51.85589675056323,0.33815488772713775,,,1,,,1,0,0,0,,,0,0,0,0,0
964445400,52.3125,52.3125,48.875,49,49,52.3125,52.3125,48.875,536200,,,,,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.67647676816678,-5.179294208028352,,,1,,,1,1,1,0,,,0,0,0,0,0
965050200,49.25,50.578125,48.6875,50.21875,50.21875,49.25,50.578125,48.6875,2468200,,,,,-1,42.77125,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51.09366910392021,-1.7123826087742915,,,1,,,1,2,1,0,,,0,0,0,0,0
965655000,50.40625,51.28125,49.75,51.125,51.125,50.40625,51.28125,49.75,379800,,,,,-1,43.88084375,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,51.07632002798219,0.0953082994059459,,,1,,,1,2,0,1,,,0,0,0,0,0
966259800,50.96875,51.9375,50.90625,51.546875,51.546875,50.96875,51.9375,50.90625,876400,,,,,-1,45.141196875,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,51.11367813499927,0.847516517705085,,,1,,,2,2,0,1,,,0,0,0,0,0
966864600,51.875,52.6875,51.375,52.5625,52.5625,51.875,52.6875,51.375,962600,,,,2.0770089285714284,-1,45.9848896875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.21856089074911,2.6239298525344292,,,1,,,3,1,0,1,,,0,0,0,0,0
967469400,52.8125,54.28125,52.5625,54.1875,54.1875,52.8125,54.28125,52.5625,1253000,,,69.27453769559033,2.0514190051020407,-1,47.46452571875,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,51.491183693375575,5.236462076072472,,,1,,,4,0,0,0,,,0,0,0,0,0
968160600,54.117185,54.40625,53.4375,53.4375,53.4375,54.117185,54.40625,53.4375,670400,,,66.8179419525066,1.9740855047376091,-1,48.269635646875,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51.61827590601504,3.524379809386396,,,1,,,5,0,1,0,,,0,0,0,0,0
968679000,53.710935,54.109375,52.8125,52.90625,52.90625,53.710935,54.109375,52.8125,669800,,,65.05806002829883,1.92571332582778,-1,48.269635646875,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51.70612314303497,2.321053647060541,,,1,,,5,0,1,0,,,0,0,0,0,0
969283800,53.140625,53.140625,50,51.59375,51.59375,53.140625,53.140625,50,629200,,,60.797550230447214,2.012492731125796,-1,48.269635646875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.7000536252418,-0.2056160831328402,,,1,,,1,1,0,0,,,0,0,0,0,0
969888600,52.179685,52.19531,50.5,51.8125,51.8125,52.179685,52.19531,50.5,473200,,,61.25299117775103,1.9898368217596674,-1,48.269635646875,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51.693254606297884,0.2306788276542134,,,1,,,1,2,0,0,,,0,0,0,0,0
970493400,52.203125,52.203125,48.78125,48.84375,48.84375,52.203125,52.203125,48.78125,1014800,,,52.362084654155886,2.0921252630625484,-1,48.269635646875,0,0,0,0,3,0,0,0,0,0,1.1260418784305752,0,0,0,0,0,0,0,51.572874152424845,-5.291782157338864,51.57287415242483,-5.291782157338838,1.3753472928101917,,,1,2,1,0,,,0,0,0,0,0
971098200,48.875,49.054685,45.96875,47.75,47.75,48.875,49.054685,45.96875,1490600,51.28013380952381,,49.510755103415974,2.1631116728437947,1,54.053073989376784,0,0,0,0,4,0,0,0,1,-1,-30.108694512268425,0,-27.199503488746707,0,0,0,0,0,51.2075792488942,-6.752084944474042,51.234339958711594,-6.800790176119244,1.8435698914092067,,,1,3,1,0,,,0,0,0,0,0
971703000,48,49.03125,45.625,48.578125,48.578125,48,49.03125,45.625,2122800,51.03449664502165,,51.65722393006971,2.2519072676406666,1,54.053073989376784,0,0,0,0,5,0,0,0,2,-1,-17.803655530817135,0,-31.779686595740472,0,0,0,0,0,50.80743524116696,-4.38776378021272,50.8383291319452,-4.445866279513424,2.3374220969411352,,,0,3,0,0,,,0,0,0,0,0
972307800,48.84375,49.53125,46.84375,48.03125,48.03125,48.84375,49.53125,46.84375,494600,50.761474222746955,,50.14122969836827,2.2830210342377617,1,54.053073989376784,0,0,0,0,6,0,0,0,3,-1,-25.286556878132284,0,-35.821213339309665,0,0,0,0,0,50.73738062219278,-5.333603329552069,50.73973036097981,-5.33798729656377,0.5436957238650104,,,0,3,0,0,,,0,0,0,0,0
972916200,47.9375,50.8125,47.53125,50.65625,50.65625,47.9375,50.8125,47.53125,1322800,50.75190838431541,,56.70863324759066,2.3543231032207785,1,54.053073989376784,0,0,0,0,0,1,0,0,0,0,0.3290692355762336,0,-18.587789169829016,0,0,0,0,0,50.66722238700272,-0.021655789454784496,50.65681988677952,-0.001124995174977254,1.3805627452617517,,,0,2,0,0,,,0,0,0,0,0
973521000,51.09375,51.09375,48,48,48,51.09375,51.09375,48,778200,50.5017348948322,,49.59037334071915,2.40713931013358,1,54.053073989376784,0,0,0,0,0,2,0,0,0,0,-21.378335326402077,0,-26.615526700266727,0,0,0,0,0,50.606499611482086,-5.150523413974079,50.568647818553394,-5.07952640491797,0.8025410706735281,,,0,2,0,0,,,0,0,0,0,0
974125800,47.5,49.4375,46.3125,48.15625,48.15625,47.5,49.4375,46.3125,1213400,50.288508995301996,,49.988053733215914,2.458415073695467,1,54.053073989376784,0,0,0,0,1,0,0,0,1,-1,-16.483473125524398,0,-27.76327588825007,0,0,0,0,0,50.4621924896225,-4.569643877635157,50.311546976479285,-4.283901223484321,1.287713973405215,,,0,2,0,0,,,0,0,0,0,0
974730600,47.6875,47.84375,45.46875,46.9375,46.9375,47.6875,47.84375,45.46875,369800,49.9838718139109,,46.88134829795181,2.4747782827172196,1,54.053073989376784,0,0,0,0,2,0,0,0,2,-1,-26.441306777486062,0,-34.397764144099156,0,0,0,0,0,50.40131366542198,-6.872467032140758,50.20040504626237,-6.49975840484838,0.39268155416095907,,,0,3,0,0,,,0,0,0,0,0
975335400,47.90625,48.054685,43.96875,45.5625,45.5625,47.90625,48.054685,43.96875,1457200,49.58192892173718,,43.58986168528851,2.589860905380275,1,54.053073989376784,0,0,0,0,3,0,0,0,3,-1,-29.624282771823637,0,-43.065322192360455,1,0,0,0,0,50.12577383246413,-9.103647651836761,49.790519165900726,-8.491614943425423,1.4718151241831385,,,0,2,0,0,,,0,0,0,0,0
975940200,45.734375,47.875,45,46.65625,46.65625,45.734375,47.875,45,1827200,49.31595811067017,,46.79011510492549,2.6102279835673983,1,54.053073989376784,0,0,0,0,4,0,0,0,4,-1,-18.161087992036656,0,-38.51526521744389,1,0,0,0,0,49.87006109349839,-6.444369673967334,49.4141644476651,-5.581222466254647,1.7393456511599128,,,0,2,0,0,,,0,0,0,0,0
976545000,47.96875,48.78125,45,45.625,45.625,47.96875,48.78125,45,2082200,48.98041646424561,,44.241592245815085,2.693872413312584,1,54.053073989376784,0,0,0,0,5,0,0,0,5,-1,-22.37277388118463,0,-40.01719325497356,1,0,0,0,0,49.616362114465645,-8.044447324166,49.12685632457299,-7.128191353089656,1.8462329647724351,,,0,2,0,0,,,0,0,0,0,0
977149800,45.84375,46.75,43.75,46.25,46.25,45.84375,46.75,43.75,2245000,48.73219678567782,,46.15573622672424,2.7157386695045425,1,53.833578150675784,0,0,0,0,6,0,0,0,6,-1,-15.248652430451909,0,-35.24200140700896,0,0,0,0,0,49.316166177566025,-6.2173652479921016,48.69314475604113,-5.017430622486175,2.0104777683249004,,,0,2,0,0,,,0,0,0,0,0
977841000,46.25,49.609375,46.015625,47.875,47.875,46.25,49.609375,46.015625,4260000,48.654269805161654,,50.87748487805725,2.7784537645399325,1,53.833578150675784,0,0,0,0,0,1,0,0,0,0,1.1414350419325547,0,-22.295481974988995,0,0,0,0,0,49.132647261200596,-2.55969773929471,48.52406499727872,-1.3376146399010909,3.2502708559046587,,,0,2,0,0,,,0,0,0,0,0
978445800,47.875,48.75,45.71875,46.03125,46.03125,47.875,48.75,45.71875,3005600,48.41581345923787,,45.9535137504186,2.796510638501366,1,53.833578150675784,0,0,0,0,1,0,0,0,1,-1,-13.691084737185022,0,-25.35928153143787,0,0,0,0,0,48.94799637461792,-5.958867758947549,48.25387544232904,-4.606107637894135,2.1209213051823417,,,0,2,0,0,,,0,0,0,0,0
978964200,45.875,48.72656,45.34375,48.375,48.375,45.875,48.72656,45.34375,3218200,48.412103144761694,,52.27642091788824,2.8383891643226966,1,53.833578150675784,0,0,0,0,0,1,0,0,0,0,3.0491704981417502,0,-12.897505797688854,0,0,0,0,0,48.83190199261403,-0.9356629047198208,48.048262300934695,0.6800198038773791,2.103536178835218,,,0,2,0,0,,,0,0,0,0,0
979655400,48.25,50.1875,48.03125,48.625,48.625,48.25,50.1875,48.03125,3041800,48.43145740432881,,52.90926714832578,2.789664938299647,1,53.833578150675784,0,0,0,0,0,2,0,0,1,1,4.022827567055282,0,-5.292445600585415,0,0,0,0,0,48.83997987121088,-0.44017190788729343,47.91498750676201,1.481817131096589,1.8784196030481555,,,0,2,0,0,,,0,0,0,0,0
980173800,48.5,50.40625,48.265625,49.8125,49.8125,48.5,50.40625,48.265625,5581000,48.55700673120801,,55.9006736890634,2.743304942706815,1,53.833578150675784,0,0,0,0,0,3,0,0,2,1,15.13124978512398,0,4.981397260258502,0,0,0,0,0,48.91415680424243,1.8365709529713365,48.04631331788096,3.6760087510434145,2.992701904154177,,,0,2,0,0,,,0,0,0,0,0
980778600,49.695,51.525,49.685,49.685,49.685,49.695,51.525,49.685,4462000,48.65955157382547,,55.493068243593015,2.6787831610848998,1,53.833578150675784,0,0,0,0,0,4,0,0,3,1,11.171593702241232,0,8.870762291566926,0,0,0,1,0,49.02910682551205,1.3377628452873618,48.205614972336875,3.0689060361787375,2.1718391028386743,,,0,2,0,0,,,0,0,0,0,0
981383400,49.5,50.9,49.125,49.300005,49.300005,49.5,50.9,49.125,4751800,48.717774612568604,,54.20774065344632,2.614227221007407,1,53.833578150675784,0,0,0,0,0,5,0,0,4,1,7.760318260195548,0,8.147315484369308,0,0,0,1,0,49.089713364129565,0.42838228512472026,48.323623571447534,2.0205054099655073,2.101999017964178,,,0,2,0,0,,,0,0,0,0,0
981988200,49.324995,51.25,49.254995,49.605005,49.605005,49.324995,51.25,49.254995,3629600,48.79843192051691,,55.09509745747032,2.569997062364021,1,53.833578150675784,0,0,0,0,0,6,0,0,5,1,35.30915366961932,0,9.304358140606885,0,0,0,1,0,49.14505094965235,0.9359112290245805,48.421070427364036,2.445081370953934,1.5008083756817439,,,0,2,0,0,,,0,0,0,0,0
982679400,49.85,50,46.225,47.6,47.6,49.85,50,46.225,1938000,48.68948356410628,,48.44866856810167,2.6560687007665904,1,53.833578150675784,0,0,0,0,1,0,0,0,1,-1,14.098008765959422,0,-2.1842628472307712,0,0,0,1,0,49.108638733647894,-3.072043478603316,48.37089488832489,-1.5937164075725163,0.7863376869986488,,,0,2,0,0,,,0,0,0,0,0
983197800,48.074995,48.745005,46.35,47.525,47.525,48.074995,48.745005,46.35,3240200,48.5836214219148,,48.21436315161087,2.6374212935689765,1,53.833578150675784,0,0,0,0,2,0,0,0,2,-1,11.64127265245545,0,-7.781881903854784,0,0,0,1,0,49.03310338872625,-3.075684149074276,48.340919906579096,-1.6878452213071191,1.269636020955538,,,0,3,0,0,,,0,0,0,0,0
983802600,48,48.6,46.955,46.955,46.955,48,48.6,46.955,2515800,48.43556492901345,,46.37860104096914,2.56653405831405,1,53.833578150675784,0,0,0,0,3,0,0,0,3,-1,4.5882925084744235,0,-13.505495674195089,0,0,0,1,0,48.97796970873064,-4.130366613318466,48.324554608776744,-2.83407600931723,0.9782557976762634,,,0,3,0,0,,,0,0,0,0,0
984407400,46.625,46.625,43.824995,44,44,46.625,46.625,43.824995,3197400,48.03233175364859,,38.2481025227647,2.606781982720189,1,53.074644148225,0,0,0,0,4,0,0,0,4,-1,-26.877360720830172,0,-32.533779650639254,0,0,0,1,0,48.79571005524492,-9.828138682305003,48.1191029302833,-8.560223860056583,1.18122104578737,,,0,3,0,0,,,0,0,0,0,0
985012200,44.5,45.58,41.574995,44.125,44.125,44.5,45.58,41.574995,3394800,47.67711977604417,,38.73735438732904,2.7066550553830324,1,51.84368098340249,0,0,0,0,5,0,0,0,5,-1,-27.046742419131398,0,-38.13964237635532,0,0,0,1,0,48.5719416591882,-9.155371408437373,47.819411676961536,-7.725757275975504,1.2079161418415492,,,0,4,0,0,,,0,0,0,0,0
985617000,44.5,45.300005,43.75,44.800005,44.800005,44.5,45.300005,43.75,3701200,47.415563887312885,,41.435695395091,2.624037194284244,1,51.84368098340249,0,0,0,0,6,0,0,0,6,-1,-26.29815583918009,0,-35.68263758302002,0,0,0,1,0,48.38917536150626,-7.417300118657237,47.60299760683124,-5.888269116962074,1.2518390995092352,,,0,4,0,0,,,0,0,0,0,0
986218200,44.775,45,42.125,43.199995,43.199995,44.775,45,42.125,2559000,47.032330352102626,,37.247745582460226,2.641963108978227,1,51.53910997155602,0,0,0,0,7,0,0,0,7,-1,-43.67694343546109,1,-42.01737774226483,1,0,0,0,1,48.23600444578332,-10.44035363966295,47.41958064895989,-8.898403552314921,0.8462609420316215,,,0,4,0,0,,,0,0,0,0,0
986823000,43.800005,45.9,43.550005,45.449995,45.449995,43.800005,45.9,43.550005,2357600,46.88848168372966,,45.57779329218329,2.646108958336925,1,51.53910997155602,0,0,0,0,0,1,0,0,0,0,-25.636489553762253,0,-30.069078461903104,0,0,0,0,0,48.14534034085047,-5.598351412137621,47.330965810061855,-3.974080769046947,0.7548474680464128,,,0,4,0,0,,,0,0,0,0,0
987427800,45.25,48,44.375,46.644995,46.644995,45.25,48,44.375,2001600,46.86634653066333,,49.41824345380829,2.7160297470271444,1,51.53910997155602,0,0,0,0,0,2,0,0,0,0,-15.814232370458674,0,-16.3928425344261,0,0,0,1,0,48.103812852213316,-3.032644952064736,47.333458875443036,-1.4544972875418039,0.6353277257578163,,,0,3,0,0,,,0,0,0,0,0
988032600,46,48.449995,45.75,48.449995,48.449995,46,48.449995,45.75,3099600,47.0103145733303,,54.626606317599965,2.7148844079537766,1,51.53910997155602,0,0,0,0,0,3,0,0,1,1,1.7472454916770015,0,0.6417722512775974,0,0,0,1,0,48.0847639746697,0.7595566560807095,47.367294626154795,2.285755144747853,0.9643697186166043,,,0,3,0,0,,,0,0,0,0,0
