time,open,high,low,close,close,open,high,low,volume,ema21,ema200,rsi14,atr14,supertrend_dir,supertrend_line,td9_bull,td9_bear,td13_bull,td13_bear,td_bull_prep_count,td_bear_prep_count,td_bull_leadup_count,td_bear_leadup_count,td_tv_count,td_tv_side_code,phase_value,phase_zone_code,saty_phase_value,saty_phase_zone_code,phase_leaving_accum,phase_leaving_distribution,sq_on,sq_release,vwap,vwap_dist_pct,vwap_rolling20,vwap_rolling20_dist_pct,rvol,pdz_position,pdz_zone_code,fvg_active_bull,fvg_active_bear,fvg_in_bull,fvg_in_bear,liq_nearest_bs_dist_atr,liq_nearest_ss_dist_atr,liq_buyside_swept,liq_sellside_swept,orb_15m_direction,rsi_bull_divergence,rsi_bear_divergence
1300973400,130.39999,131.09,129.67,130.89999,130.89999,130.39999,131.09,129.67,159238320,130.1669438605859,121.86984666801186,52.35838277439625,1.795570688986675,1,133.1780761064922,0,0,0,0,0,4,0,11,1,1,-2.5579945077692727,0,-0.6293464424260033,0,0,0,0,0,114.93663373880094,13.888832256455819,130.13560745040223,0.5873738668251068,0.722108787124905,59.723591923485685,3,5,2,0,0,2.1107551060208474,3.12991854593685,0,0,0,0,0
1301059800,131.24001,131.87,130.89211,131.3,131.3,131.24001,131.87,130.89211,155770000,130.269948964169,121.96367903947443,53.7129428239684,1.7371649254876267,1,133.1780761064922,0,0,0,0,0,5,0,12,2,1,2.4120254867099025,0,9.567818079393453,0,0,0,0,0,114.9447850467768,14.22875770011441,130.11730231654056,0.9089472824930424,0.70413344022022,63.97449521785348,3,5,1,0,0,1.951455472224898,3.4654165022991013,0,0,0,0,0
1301319000,131.58,131.92,130.94,130.98,130.98,131.58,131.92,130.94,109839056,130.33449905833547,122.05339367589757,52.428707152575406,1.683081716524224,1,133.1780761064922,0,0,0,0,0,6,0,12,3,1,-0.5890696367008115,0,11.17596292639653,0,0,0,0,0,114.95050205279486,13.944695900365051,130.055061891065,0.7111896265212003,0.5000999935401678,60.57385759829958,3,4,1,0,0,2.2042898830020126,3.3866448337227544,0,0,0,0,0
1301405400,130.87,131.89999,130.44,131.86,131.86,130.87,131.89999,130.44,129844560,130.47318096212317,122.1509718482767,55.57440098786188,1.6671465939153511,1,133.1780761064922,0,0,0,0,0,7,0,12,4,1,10.964331663039166,0,19.4521795580986,0,0,0,0,0,114.95730478980197,14.703454679199742,129.98797425633083,1.440153025215723,0.6090347206605754,69.92561105207243,3,4,1,0,0,1.6975111908747218,3.94686347560274,0,0,0,0,0
1301491800,132.55,133.16,132.36,132.77,132.77,132.55,133.16,132.36,135895872,130.68198269283926,122.25663381993563,58.62152010895943,1.6409218372071106,1,133.1780761064922,0,0,0,1,0,8,0,13,5,1,23.453074865581655,0,30.933857061804332,0,0,0,0,0,114.96500837268626,15.487313817778942,130.02347865979544,2.112327226216428,0.6471903647996872,79.59617428267812,3,5,1,0,1,1.1700740135604966,4.564507479983431,0,0,0,0,0
1301578200,132.60001,132.96001,132.45,132.59,132.59,132.60001,132.96001,132.45,132756496,130.85543881167206,122.35945338391637,57.77735079551928,1.560142420263747,1,133.1780761064922,0,1,0,0,0,9,0,1,6,1,24.350862114100003,0,33.9968734662574,0,0,0,0,0,114.97248672174025,15.323242786683537,129.97471620801198,2.012148107176869,0.6388919769161986,77.68331562167911,3,6,1,0,1,1.3460309602023273,4.685469675751925,0,0,0,0,0
1301664600,133.41,133.77,132.83,133.14999,133.14999,133.41,133.77,132.83,154038944,131.0640343742473,122.46682190745949,59.72068293621819,1.5329893902449085,1,133.1780761064922,0,0,0,0,0,10,0,1,7,1,32.75567383287371,0,39.676954482246316,1,0,0,0,0,114.98144182591143,15.801287482198045,129.92154499188302,2.484918885715744,0.7639867561442345,83.63432518597241,3,6,1,0,1,1.0045796858085005,5.133753729856344,0,0,0,0,0
1301923800,133.42999,133.67,132.88,133.25999,133.25999,133.42999,133.67,132.88,100773312,131.2636667038612,122.57421661484796,60.10907713546357,1.479918719513129,-1,129.0469938010363,0,0,0,0,0,11,0,2,8,1,33.28115672571716,0,42.32083015479711,1,0,0,0,0,114.98730197708663,15.891048584264139,129.9050720272662,2.5825919807269933,0.5146238241357208,84.80329436769382,3,5,1,0,1,0.9662760401263536,5.3921812696749205,0,0,0,0,0
1302010200,133,133.83,132.94,133.24001,133.24001,133,133.83,132.94,121083808,131.44333427623744,122.68034391221265,59.995915347088804,1.4377816681193352,-1,129.31279442093268,0,0,0,0,0,12,0,2,9,1,32.764059723362855,0,41.98735706728456,1,0,0,0,0,114.99436391517307,15.866556815154922,129.9080905688616,2.564828269392675,0.6269282044103242,84.59096705632321,3,5,1,0,1,1.0084910888428695,5.536313458782627,0,0,0,0,0
1302096600,133.88,134,133.12,133.66,133.66,133.88,134,133.12,120453632,131.64484934203404,122.78959422154387,61.63110158051595,1.3979401203965252,-1,129.63101497883943,0,0,0,0,0,13,0,2,10,1,37.3885476679249,0,45.01891667467659,1,0,0,0,0,115.00148193613957,16.2245892398339,129.9293529619566,2.8712888604438267,0.6291132187600528,89.05419766206163,3,5,1,0,1,0.7367983685222812,5.994534299239521,0,0,0,0,0
