time,open,high,low,close,close,open,high,low,volume,ema21,ema200,rsi14,atr14,supertrend_dir,supertrend_line,td9_bull,td9_bear,td13_bull,td13_bear,td_bull_prep_count,td_bear_prep_count,td_bull_leadup_count,td_bear_leadup_count,td_tv_count,td_tv_side_code,phase_value,phase_zone_code,saty_phase_value,saty_phase_zone_code,phase_leaving_accum,phase_leaving_distribution,sq_on,sq_release,vwap,vwap_dist_pct,vwap_rolling20,vwap_rolling20_dist_pct,rvol,pdz_position,pdz_zone_code,fvg_active_bull,fvg_active_bear,fvg_in_bull,fvg_in_bear,liq_nearest_bs_dist_atr,liq_nearest_ss_dist_atr,liq_buyside_swept,liq_sellside_swept,orb_15m_direction,rsi_bull_divergence,rsi_bear_divergence,lux_bull_prep_count,lux_bear_prep_count,lux_bull_prep_complete,lux_bear_prep_complete,lux_bull_leadup_count,lux_bear_leadup_count,lux_bull_leadup_complete,lux_bear_leadup_complete,lux_bull_leadup_delete,lux_bear_leadup_delete
1144675800,546,547.99912,541.36,544.16,544.16,546,547.99912,541.36,484737,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,544.5063733333333,-0.06361235612595166,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144762200,546.56008,547.12,538.4,545.6,545.6,546.56008,547.12,538.4,162137,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,544.3059292904234,0.23774694338965868,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144848600,545.76,550.47928,542.48,542.72,542.72,545.76,550.47928,542.48,156037,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.4848179207908,-0.3241261946531393,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144935000,540,551.92008,539.19992,550.56008,550.56008,540,551.92008,539.19992,70087,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.7049442235301,1.074918786503083,,,1,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1145280600,553.6,559.19992,549.43992,558.31992,558.31992,553.6,559.19992,549.43992,114712,,,,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,545.976473756089,2.2608018545182467,,,1,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1145367000,560.80008,568.4,556.56008,566,566,560.80008,568.4,556.56008,115337,,,,,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,547.8248075339915,3.317701611181744,,,1,,,1,0,0,0,,,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
1145453400,564.64,577.28,563.92008,574.80008,574.80008,564.64,577.28,563.92008,98725,,,,,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,549.8107925141207,4.545070381687248,,,1,,,2,0,0,0,,,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
1145539800,575.36,577.28,564.07992,568.72,568.72,575.36,577.28,564.07992,105400,,,,,0,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,551.4408383879703,3.133457011008104,,,1,,,2,0,0,0,,,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0
1145626200,567.12,585.84,566.4,582.48,582.48,567.12,585.84,566.4,133225,,,,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,553.9195427352875,5.156066009817841,,,1,,,2,0,0,0,,,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0
1145885400,571.19992,579.6,566.31992,568.07992,568.07992,571.19992,579.6,566.31992,130350,,,,,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,555.3646390190654,2.289537375550858,,,1,,,2,0,0,0,,,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
